"","variance","skewness","curtosis","entropy","class"
"1340",1.5514,3.8013,-4.9143,-3.7483,"duplicate"
"1341",-4.1479,7.1225,-0.083404,-6.4172,"duplicate"
"1342",-2.2625,-0.099335,2.8127,0.48662,"duplicate"
"1343",-1.7479,-5.823,5.8699,1.212,"duplicate"
"1344",-0.95923,-6.7128,4.9857,0.32886,"duplicate"
"1345",1.3451,0.23589,-1.8785,1.3258,"duplicate"
"1346",2.2279,4.0951,-4.8037,-2.1112,"duplicate"
"1347",1.2572,4.8731,-5.2861,-5.8741,"duplicate"
"1348",-5.3857,9.1214,-0.41929,-5.9181,"duplicate"
"1349",-2.9786,2.3445,0.52667,-0.40173,"duplicate"
"1350",-1.5851,-2.1562,1.7082,0.9017,"duplicate"
"1351",-0.21888,-2.2038,-0.0954,0.56421,"duplicate"
"1352",1.3183,1.9017,-3.3111,0.065071,"duplicate"
"1353",1.4896,3.4288,-4.0309,-1.4259,"duplicate"
"1354",0.11592,3.2219,-3.4302,-2.8457,"duplicate"
"1355",-3.3924,3.3564,-0.72004,-3.5233,"duplicate"
"1356",-6.1632,8.7096,-0.21621,-3.6345,"duplicate"
"1357",-4.0786,2.9239,0.87026,-0.65389,"duplicate"
"1358",-2.5899,-0.3911,0.93452,0.42972,"duplicate"
"1359",-1.0116,-0.19038,-0.90597,0.003003,"duplicate"
"1360",0.066129,2.4914,-2.9401,-0.62156,"duplicate"
"1361",-0.24745,1.9368,-2.4697,-0.80518,"duplicate"
"1362",-1.5732,1.0636,-0.71232,-0.8388,"duplicate"
"1363",-2.1668,1.5933,0.045122,-1.678,"duplicate"
"1364",-1.1667,-1.4237,2.9241,0.66119,"duplicate"
"1365",-2.8391,-6.63,10.4849,-0.42113,"duplicate"
"1366",-4.5046,-5.8126,10.8867,-0.52846,"duplicate"
"1367",-2.41,3.7433,-0.40215,-1.2953,"duplicate"
"1368",0.40614,1.3492,-1.4501,-0.55949,"duplicate"
"1369",-1.3887,-4.8773,6.4774,0.34179,"duplicate"
"1370",-3.7503,-13.4586,17.5932,-2.7771,"duplicate"
"1371",-3.5637,-8.3827,12.393,-1.2823,"duplicate"
"1372",-2.5419,-0.65804,2.6842,1.1952,"duplicate"
